timestamp,city,weather,weather description,temperature,humidity,pressure,wind speed,wind direction,clouds
2026-06-06 17:31:49.298609,london,Clouds,overcast clouds,57.09,80,1012,7,271,100
2026-06-06 17:33:49.306518,london,Clouds,overcast clouds,57.09,80,1012,7,271,100
2026-06-06 17:35:19.349582,new york,Clouds,scattered clouds,87.4,47,1006,11.99,262,39
2026-06-06 17:35:20.510482,los angeles,Clouds,overcast clouds,75.13,62,1010,3,219,94
2026-06-06 17:35:21.695970,san francisco,Clouds,overcast clouds,62.1,61,1011,18.01,292,86
2026-06-06 17:35:22.873909,boston,Clouds,overcast clouds,82.44,55,1005,5.01,257,99
2026-06-06 17:35:24.040024,toronto,Clouds,scattered clouds,77.38,61,1007,10,229,27
2026-06-06 17:35:25.196965,mexico city,Rain,moderate rain,65.95,68,1009,5.99,60,100
2026-06-06 17:35:26.353744,london,Clouds,overcast clouds,57.09,80,1013,13,247,100
2026-06-06 17:35:27.527812,paris,Clouds,broken clouds,61.38,67,1019,5.01,0,63
2026-06-06 17:35:28.689796,rome,Clouds,overcast clouds,80.49,66,1015,1.92,93,100
2026-06-06 17:35:29.959693,tokyo,Clouds,overcast clouds,64.56,87,1019,1.01,106,100
2026-06-06 17:35:31.111969,st. louis,Clouds,overcast clouds,85.84,63,1012,7.49,207,98
2026-06-06 17:35:32.289197,beijing,Clear,clear sky,61.9,60,1013,3.09,7,0
2026-06-06 17:35:33.455866,shanghai,Clouds,broken clouds,72.46,74,1008,2.19,85,60
2026-06-06 17:35:34.693315,chicago,Clouds,broken clouds,76.6,69,1011,4,57,57
2026-06-06 17:35:35.861524,seoul,Clouds,overcast clouds,69.64,41,1010,5.48,58,100
2026-06-06 17:35:37.045922,berlin,Clouds,overcast clouds,58.78,87,1015,5.75,148,100
2026-06-06 17:35:38.292300,mumbai,Clouds,overcast clouds,87.37,67,1006,5.12,297,98
2026-06-06 17:35:39.457396,kansas city,Clouds,overcast clouds,80.19,74,1011,18.01,200,100
2026-06-06 17:35:40.641799,detroit,Clouds,few clouds,84.76,52,1009,11.3,286,16
2026-06-06 17:35:49.302118,london,Clouds,overcast clouds,57.09,80,1013,13,247,100
2026-06-06 17:37:49.300682,london,Clouds,overcast clouds,57.09,80,1013,13,247,100
2026-06-06 17:39:49.348316,london,Clouds,overcast clouds,57.09,80,1013,13,247,100
2026-06-06 17:41:49.320495,london,Clouds,overcast clouds,57.09,80,1013,13,247,100
2026-06-06 17:43:49.323816,london,Clouds,overcast clouds,57.09,80,1013,13,247,100
2026-06-06 17:45:49.322607,london,Clouds,overcast clouds,57.09,79,1013,10,280,100
2026-06-06 17:47:49.310454,london,Clouds,overcast clouds,57.09,79,1013,10,280,100
2026-06-06 17:49:49.305214,london,Clouds,overcast clouds,57.09,79,1013,10,280,100
2026-06-06 17:51:49.313284,london,Clouds,overcast clouds,57.09,79,1013,10,280,100
2026-06-06 17:53:49.320305,london,Clouds,overcast clouds,57.09,79,1013,10,280,100
2026-06-06 17:55:48.628294,new york,Clouds,scattered clouds,86.72,48,1007,14,260,49
2026-06-06 17:55:49.313063,london,Clouds,overcast clouds,57.09,79,1013,10,280,100
2026-06-06 17:55:49.766559,los angeles,Clouds,overcast clouds,75.87,60,1010,10.13,216,94
2026-06-06 17:55:50.919369,san francisco,Clouds,overcast clouds,62.47,59,1011,17,287,86
2026-06-06 17:55:52.091406,boston,Clouds,overcast clouds,82.29,56,1005,5.01,176,99
2026-06-06 17:55:53.619367,toronto,Clouds,few clouds,76.5,63,1008,5.01,271,23
2026-06-06 17:55:54.782630,mexico city,Rain,moderate rain,65.95,68,1009,5.99,60,100
2026-06-06 17:55:55.933375,london,Clouds,overcast clouds,57.09,79,1013,10,300,100
2026-06-06 17:55:57.106039,paris,Clouds,broken clouds,58.87,69,1020,7.11,272,53
2026-06-06 17:55:58.267918,rome,Clouds,overcast clouds,79.39,69,1015,1.92,93,100
2026-06-06 17:55:59.424250,tokyo,Clouds,overcast clouds,65.12,85,1019,5.48,80,100
2026-06-06 17:56:00.571073,st. louis,Clouds,overcast clouds,84.6,65,1011,8.14,245,99
2026-06-06 17:56:01.733346,beijing,Clear,clear sky,61.9,60,1013,3.09,7,0
2026-06-06 17:56:02.950647,shanghai,Clouds,broken clouds,72.5,74,1008,2.19,85,60
2026-06-06 17:56:04.115456,chicago,Clouds,broken clouds,75.88,70,1011,5.99,55,57
2026-06-06 17:56:05.277181,seoul,Clouds,overcast clouds,71.56,35,1011,4.43,43,100
2026-06-06 17:56:06.444603,berlin,Clouds,overcast clouds,58.1,89,1016,5.39,150,100
2026-06-06 17:56:07.606692,mumbai,Clouds,overcast clouds,87.37,67,1006,5.12,297,98
2026-06-06 17:56:08.762437,kansas city,Clouds,overcast clouds,78.48,76,1011,9.17,206,100
2026-06-06 17:56:09.925619,detroit,Clouds,few clouds,84.11,52,1009,11.3,286,16
2026-06-06 17:57:49.320594,london,Clouds,overcast clouds,57.09,79,1013,10,300,100
2026-06-06 17:59:49.320601,london,Clouds,overcast clouds,57.09,79,1013,10,300,100
2026-06-06 18:01:49.316259,london,Clouds,overcast clouds,57.09,79,1013,10,300,100
2026-06-06 18:03:49.278607,london,Clouds,overcast clouds,57.09,79,1013,10,300,100
2026-06-06 18:05:49.282148,london,Clouds,overcast clouds,57.09,79,1013,10,300,100
2026-06-06 18:07:49.454377,london,Clouds,overcast clouds,56.97,79,1013,8.99,289,100
2026-06-06 18:09:49.275426,london,Clouds,overcast clouds,56.97,79,1013,8.99,289,100
2026-06-06 18:11:49.286073,london,Clouds,overcast clouds,56.97,79,1013,8.99,289,100
2026-06-06 18:13:49.303402,london,Clouds,overcast clouds,56.97,79,1013,8.99,289,100
2026-06-06 18:15:49.276884,london,Clouds,overcast clouds,56.97,79,1013,8.99,289,100
2026-06-06 18:16:19.883659,new york,Clouds,scattered clouds,86.45,49,1006,15.01,250,49
2026-06-06 18:16:21.050503,los angeles,Clouds,overcast clouds,75.78,60,1010,10.13,216,94
2026-06-06 18:16:22.225039,san francisco,Clouds,overcast clouds,62.24,59,1010,20,253,86
2026-06-06 18:16:23.385773,boston,Clouds,overcast clouds,81.91,56,1005,4,151,99
2026-06-06 18:16:24.547168,toronto,Clouds,few clouds,75.49,65,1007,5.01,316,23
2026-06-06 18:16:25.701964,mexico city,Rain,moderate rain,67.95,64,1009,5.01,360,100
2026-06-06 18:16:26.862679,london,Clouds,overcast clouds,56.97,79,1013,8.99,289,100
2026-06-06 18:16:28.029998,paris,Clouds,broken clouds,57.87,72,1020,7.11,272,53
2026-06-06 18:16:29.189766,rome,Clouds,overcast clouds,78.62,72,1016,1.92,93,100
2026-06-06 18:16:30.366219,tokyo,Clouds,overcast clouds,65.53,85,1019,5.48,80,100
2026-06-06 18:16:31.501241,st. louis,Clouds,overcast clouds,83.64,65,1012,8.14,245,99
2026-06-06 18:16:32.659184,beijing,Clear,clear sky,61.9,60,1013,3.09,7,0
2026-06-06 18:16:33.809680,shanghai,Clouds,broken clouds,72.59,75,1007,2.19,85,60
2026-06-06 18:16:34.965563,chicago,Clouds,broken clouds,75.88,69,1011,4,68,57
2026-06-06 18:16:36.127053,seoul,Clouds,overcast clouds,71.56,35,1011,4.43,43,100
2026-06-06 18:16:37.298135,berlin,Clouds,overcast clouds,61.11,83,1015,5.99,162,100
2026-06-06 18:16:38.470098,mumbai,Clouds,overcast clouds,87.37,67,1006,5.12,297,98
2026-06-06 18:16:39.639238,kansas city,Clouds,overcast clouds,78.22,76,1011,10,200,100
2026-06-06 18:16:40.798847,detroit,Clouds,few clouds,84.02,53,1009,11.3,286,16
2026-06-06 18:17:49.275124,london,Clouds,overcast clouds,56.82,79,1013,11.01,283,100
2026-06-06 18:19:49.266739,london,Clouds,overcast clouds,56.82,79,1013,11.01,283,100
2026-06-06 18:21:49.273776,london,Clouds,overcast clouds,56.82,79,1013,11.01,283,100
2026-06-06 18:23:49.278877,london,Clouds,overcast clouds,56.82,79,1013,11.01,283,100
2026-06-06 18:25:49.278369,london,Clouds,overcast clouds,56.82,79,1013,11.01,283,100
2026-06-06 18:27:49.262198,london,Clouds,overcast clouds,56.82,79,1013,10,300,100
2026-06-06 18:29:49.296097,london,Clouds,overcast clouds,56.82,79,1013,10,300,100
2026-06-06 18:31:49.323333,london,Clouds,overcast clouds,56.82,79,1013,10,300,100
2026-06-06 18:33:49.290626,london,Clouds,overcast clouds,56.82,79,1013,10,300,100
2026-06-06 18:35:49.286170,london,Clouds,overcast clouds,56.82,79,1013,10,300,100
2026-06-06 18:36:49.722258,new york,Rain,moderate rain,85.87,50,1007,15.99,208,49
2026-06-06 18:36:50.867164,los angeles,Clouds,overcast clouds,73.62,65,1009,1.99,230,87
2026-06-06 18:36:52.027146,san francisco,Clouds,overcast clouds,63.03,59,1010,15.01,294,86
2026-06-06 18:36:53.195702,boston,Clouds,overcast clouds,81.32,57,1005,5.99,188,99
2026-06-06 18:36:54.378576,toronto,Clouds,few clouds,75.49,65,1008,5.01,316,19
2026-06-06 18:36:55.539339,mexico city,Rain,moderate rain,67.95,64,1010,5.01,360,100
2026-06-06 18:36:56.709806,london,Clouds,overcast clouds,56.75,79,1013,10,287,100
2026-06-06 18:36:57.867081,paris,Clouds,broken clouds,56.89,73,1020,6.69,269,54
2026-06-06 18:36:59.023206,rome,Clouds,overcast clouds,78.26,74,1015,1.86,134,100
2026-06-06 18:37:00.187204,tokyo,Clouds,overcast clouds,65.84,84,1018,5.61,98,100
2026-06-06 18:37:01.383852,st. louis,Clouds,overcast clouds,83.23,66,1011,8.48,267,99
2026-06-06 18:37:02.551720,beijing,Clear,clear sky,65.44,52,1013,3.96,1,0
2026-06-06 18:37:03.743752,shanghai,Clouds,broken clouds,75.31,69,1008,1.59,35,67
2026-06-06 18:37:04.907395,chicago,Clouds,broken clouds,75.02,69,1011,3,93,57
2026-06-06 18:37:06.063354,seoul,Clouds,overcast clouds,71.56,35,1011,4.43,43,100
2026-06-06 18:37:07.219217,berlin,Clouds,overcast clouds,61.32,82,1016,3,148,100
2026-06-06 18:37:08.379704,mumbai,Clouds,overcast clouds,87.19,67,1006,4.54,290,99
2026-06-06 18:37:09.556787,kansas city,Clouds,overcast clouds,77.92,77,1010,10,200,100
2026-06-06 18:37:10.709746,detroit,Clouds,few clouds,83.01,53,1009,11.3,286,16
2026-06-06 18:37:49.304201,london,Clouds,overcast clouds,56.75,79,1013,10,287,100
2026-06-06 18:39:49.303528,london,Clouds,overcast clouds,56.75,79,1013,10,287,100
2026-06-06 18:41:49.281783,london,Clouds,overcast clouds,56.73,79,1014,8.99,306,100
2026-06-06 18:43:49.325567,london,Clouds,overcast clouds,56.73,79,1014,8.99,306,100
2026-06-06 18:45:49.294958,london,Clouds,overcast clouds,56.73,79,1014,8.99,306,100
2026-06-06 18:47:49.282335,london,Clouds,overcast clouds,56.73,79,1014,8.99,306,100
2026-06-06 18:49:49.306118,london,Clouds,overcast clouds,56.73,79,1014,8.99,306,100
2026-06-06 18:51:49.326918,london,Clouds,overcast clouds,56.75,78,1014,4,234,100
2026-06-06 18:53:49.306258,london,Clouds,overcast clouds,56.75,78,1014,4,234,100
2026-06-06 18:55:49.308060,london,Clouds,overcast clouds,56.75,78,1014,4,234,100
2026-06-06 18:57:20.680710,new york,Rain,moderate rain,74.59,72,1008,21.99,319,57
2026-06-06 18:57:21.835458,los angeles,Clouds,overcast clouds,74.55,63,1009,10.02,220,87
2026-06-06 18:57:22.997941,san francisco,Clouds,broken clouds,61.61,59,1010,28.01,268,71
2026-06-06 18:57:24.153161,boston,Clouds,overcast clouds,75.52,68,1005,4,271,99
2026-06-06 18:57:25.307339,toronto,Clouds,few clouds,75.49,65,1008,5.01,316,19
2026-06-06 18:57:26.465009,mexico city,Rain,moderate rain,67.95,64,1010,5.01,360,100
2026-06-06 18:57:27.646,london,Clouds,overcast clouds,56.75,78,1014,4,234,100
2026-06-06 18:57:28.797020,paris,Clouds,broken clouds,56.53,74,1021,6.69,269,54
2026-06-06 18:57:29.957890,rome,Clouds,overcast clouds,77.43,76,1015,1.86,134,100
2026-06-06 18:57:31.144108,tokyo,Clouds,overcast clouds,65.93,84,1018,5.61,98,100
2026-06-06 18:57:32.288754,st. louis,Clouds,overcast clouds,83.07,66,1011,8.48,267,99
2026-06-06 18:57:33.450956,beijing,Clear,clear sky,65.44,52,1013,3.8,360,0
2026-06-06 18:57:34.607886,shanghai,Clear,clear sky,75.29,69,1008,1.03,350,0
2026-06-06 18:57:35.764013,chicago,Clouds,broken clouds,75.2,67,1011,4,46,62
2026-06-06 18:57:36.934074,seoul,Clouds,overcast clouds,72.18,34,1011,5.57,63,100
2026-06-06 18:57:38.096845,berlin,Clouds,overcast clouds,59.94,83,1016,4,159,100
2026-06-06 18:57:39.266153,mumbai,Clouds,overcast clouds,87.19,67,1006,3.29,290,100
2026-06-06 18:57:40.441104,kansas city,Clouds,overcast clouds,76.66,79,1010,8.34,187,100
2026-06-06 18:57:41.605980,detroit,Clouds,few clouds,82.33,55,1010,10.07,296,12
2026-06-06 18:57:49.296107,london,Clouds,overcast clouds,56.75,78,1014,4,234,100
2026-06-06 18:59:49.305090,london,Clouds,overcast clouds,56.75,78,1014,4,234,100
2026-06-06 19:01:49.309126,london,Clouds,overcast clouds,56.75,78,1014,4,234,100
2026-06-06 19:03:49.336375,london,Clouds,overcast clouds,56.46,79,1014,10,305,100
2026-06-06 19:05:49.314790,london,Clouds,overcast clouds,56.46,79,1014,10,305,100
2026-06-06 19:07:49.302664,london,Clouds,overcast clouds,56.46,79,1014,10,305,100
2026-06-06 19:09:49.352192,london,Clouds,overcast clouds,56.46,79,1014,10,305,100
2026-06-06 19:11:49.332341,london,Clouds,overcast clouds,55.98,79,1014,8.99,204,100
2026-06-06 19:13:49.308202,london,Clouds,overcast clouds,55.98,79,1014,8.99,204,100
2026-06-06 19:15:49.313758,london,Clouds,overcast clouds,55.98,79,1014,8.99,204,100
2026-06-06 19:17:49.297251,london,Clouds,overcast clouds,55.96,79,1014,10,280,100
2026-06-06 19:17:51.594940,new york,Rain,moderate rain,69.24,84,1009,10,308,57
2026-06-06 19:17:52.757790,los angeles,Clouds,overcast clouds,74.3,62,1009,10.02,220,87
2026-06-06 19:17:53.912842,san francisco,Clouds,broken clouds,61.7,57,1010,15.99,273,71
2026-06-06 19:17:55.072691,boston,Clouds,overcast clouds,78.03,63,1004,5.01,175,99
2026-06-06 19:17:56.239671,toronto,Clouds,few clouds,73.22,63,1008,8.84,282,19
2026-06-06 19:17:57.393792,mexico city,Rain,moderate rain,67.95,64,1010,5.99,360,100
2026-06-06 19:17:58.555689,london,Clouds,overcast clouds,55.96,79,1014,8.99,336,100
2026-06-06 19:17:59.724839,paris,Clouds,broken clouds,55.54,75,1020,6.69,269,54
2026-06-06 19:18:00.891658,rome,Clouds,overcast clouds,76.77,75,1016,1.86,134,100
2026-06-06 19:18:02.060702,tokyo,Clouds,overcast clouds,66.78,81,1018,5.3,114,100
2026-06-06 19:18:03.206855,st. louis,Clouds,overcast clouds,82.87,66,1012,1.99,280,99
2026-06-06 19:18:04.367351,beijing,Clear,clear sky,65.44,52,1013,3.8,360,0
2026-06-06 19:18:05.535475,shanghai,Clear,clear sky,75.29,69,1008,1.03,350,0
2026-06-06 19:18:06.695539,chicago,Clouds,broken clouds,74.89,67,1011,3,27,62
2026-06-06 19:18:07.855360,seoul,Clouds,overcast clouds,72.18,34,1011,5.57,63,100
2026-06-06 19:18:09.011399,berlin,Clouds,overcast clouds,60.94,83,1015,1.99,142,100
2026-06-06 19:18:10.224874,mumbai,Clouds,overcast clouds,87.19,67,1006,3.29,290,100
2026-06-06 19:18:11.387371,kansas city,Clouds,overcast clouds,76.91,78,1011,8.99,210,100
2026-06-06 19:18:12.550586,detroit,Clouds,few clouds,82.02,55,1009,10.07,296,12
2026-06-06 19:19:49.292453,london,Clouds,overcast clouds,55.96,79,1014,8.99,336,100
2026-06-06 19:21:49.327119,london,Clouds,overcast clouds,55.96,79,1014,7,214,100
2026-06-06 19:23:49.289483,london,Clouds,overcast clouds,55.96,79,1014,7,214,100
2026-06-06 19:25:49.286154,london,Clouds,overcast clouds,55.96,79,1014,7,214,100
2026-06-06 19:27:49.389322,london,Clouds,overcast clouds,55.96,79,1014,7,214,100
2026-06-06 19:29:49.286470,london,Clouds,overcast clouds,55.96,79,1014,7,214,100
2026-06-06 19:31:49.294198,london,Clouds,overcast clouds,55.96,79,1014,7,214,100
2026-06-06 19:33:49.301315,london,Clouds,broken clouds,55.83,79,1015,8.99,290,72
2026-06-06 19:35:49.298014,london,Clouds,broken clouds,55.83,79,1015,8.99,290,72
2026-06-06 19:37:49.335229,london,Clouds,broken clouds,55.87,79,1015,8.99,290,72
2026-06-06 19:38:22.349003,new york,Rain,moderate rain,69.08,86,1008,10,292,100
2026-06-06 19:38:23.503625,los angeles,Clouds,broken clouds,72.84,66,1009,3,214,57
2026-06-06 19:38:24.670863,san francisco,Clear,clear sky,60.96,57,1010,20,278,0
2026-06-06 19:38:25.874579,boston,Clouds,overcast clouds,76.53,65,1005,4,242,98
2026-06-06 19:38:27.036836,toronto,Clear,clear sky,71.67,72,1008,8.43,294,3
2026-06-06 19:38:28.269647,mexico city,Rain,light rain,67.95,64,1010,5.99,360,94
2026-06-06 19:38:29.430024,london,Clouds,broken clouds,55.87,79,1015,8.99,290,72
2026-06-06 19:38:30.597858,paris,Clouds,broken clouds,55.54,77,1021,6.96,262,55
2026-06-06 19:38:31.766550,rome,Clouds,overcast clouds,76.46,76,1015,2.51,178,100
2026-06-06 19:38:32.979461,tokyo,Clouds,overcast clouds,67.37,80,1018,5.57,117,100
2026-06-06 19:38:34.131135,st. louis,Clouds,overcast clouds,81.81,68,1012,7.05,257,99
2026-06-06 19:38:35.288780,beijing,Clear,clear sky,70.52,42,1012,4.41,339,0
2026-06-06 19:38:36.456599,shanghai,Clouds,broken clouds,80.44,59,1008,3.09,321,65
2026-06-06 19:38:37.655597,chicago,Clouds,overcast clouds,73.29,64,1011,5.01,63,88
2026-06-06 19:38:38.812331,seoul,Clouds,overcast clouds,76.48,29,1010,7.52,97,100
2026-06-06 19:38:39.982957,berlin,Clouds,overcast clouds,55.78,92,1016,8.01,228,99
2026-06-06 19:38:41.155988,mumbai,Clouds,overcast clouds,87.55,65,1007,3.94,307,100
2026-06-06 19:38:42.307946,kansas city,Clouds,overcast clouds,76.41,79,1010,8.99,210,100
2026-06-06 19:38:43.466012,detroit,Clouds,few clouds,81.75,56,1009,10.07,296,12
2026-06-06 19:39:49.291072,london,Clouds,broken clouds,55.87,79,1015,8.99,290,72
2026-06-06 19:41:49.295039,london,Clouds,broken clouds,55.87,79,1015,8.99,290,72
2026-06-06 19:43:49.310331,london,Clouds,broken clouds,55.87,79,1015,8.99,290,72
2026-06-06 19:45:49.286210,london,Clouds,broken clouds,55.47,79,1015,8.01,294,72
2026-06-06 19:47:49.286540,london,Clouds,broken clouds,55.47,79,1015,8.01,294,72
2026-06-06 19:49:49.281784,london,Clouds,broken clouds,55.47,79,1015,8.01,294,72
2026-06-06 19:51:49.281700,london,Clouds,broken clouds,55.47,79,1015,8.01,294,72
2026-06-06 19:53:49.283777,london,Clouds,broken clouds,55.47,79,1015,8.01,294,72
2026-06-06 19:55:49.289638,london,Clouds,broken clouds,55.47,79,1015,8.01,294,72
2026-06-06 19:57:49.284958,london,Clouds,broken clouds,55.09,79,1015,8.99,281,72
2026-06-06 19:58:53.273377,new york,Rain,moderate rain,69.06,86,1008,8.01,298,100
2026-06-06 19:58:54.449423,los angeles,Clouds,broken clouds,73.49,65,1009,9.22,226,57
2026-06-06 19:58:55.599772,san francisco,Clear,clear sky,60.46,59,1010,20,243,0
2026-06-06 19:58:56.762963,boston,Clouds,overcast clouds,76.3,65,1005,5.01,173,98
2026-06-06 19:58:57.918102,toronto,Clear,clear sky,70.66,74,1008,8.43,294,3
2026-06-06 19:58:59.073891,mexico city,Rain,light rain,67.95,64,1010,5.99,360,94
2026-06-06 19:59:00.261051,london,Clouds,broken clouds,55.09,79,1015,8.99,281,72
2026-06-06 19:59:01.423941,paris,Clouds,overcast clouds,54.61,78,1021,6.76,274,90
2026-06-06 19:59:02.586780,rome,Clouds,overcast clouds,75.18,78,1016,2.51,178,100
2026-06-06 19:59:03.746400,tokyo,Rain,light rain,67.77,80,1018,5.57,117,100
2026-06-06 19:59:04.900150,st. louis,Clouds,overcast clouds,81.64,68,1012,7.05,257,99
2026-06-06 19:59:06.061101,beijing,Clear,clear sky,70.52,42,1012,4.41,339,0
2026-06-06 19:59:07.282410,shanghai,Clouds,broken clouds,80.44,59,1008,3.09,321,65
2026-06-06 19:59:08.449577,chicago,Clouds,overcast clouds,73.49,68,1011,1.01,95,88
2026-06-06 19:59:09.612003,seoul,Clouds,overcast clouds,76.48,29,1010,7.52,97,100
2026-06-06 19:59:10.766878,berlin,Clouds,overcast clouds,56.35,93,1016,12.64,259,100
2026-06-06 19:59:11.932529,mumbai,Clouds,overcast clouds,87.55,65,1007,3.94,307,100
2026-06-06 19:59:13.098460,kansas city,Clouds,overcast clouds,76.19,79,1010,8.99,210,100
2026-06-06 19:59:14.262131,detroit,Clear,clear sky,80.67,57,1010,6.85,308,2
2026-06-06 19:59:49.285272,london,Clouds,broken clouds,55.09,79,1015,8.99,281,72
2026-06-06 20:01:49.282665,london,Clouds,broken clouds,55.09,79,1015,8.99,281,72
2026-06-06 20:03:49.289840,london,Clouds,broken clouds,55.09,79,1015,8.99,281,72
2026-06-06 20:05:49.287947,london,Clouds,broken clouds,55.09,79,1015,8.99,281,72
2026-06-06 20:07:49.282324,london,Clouds,overcast clouds,55,80,1015,3,197,100
2026-06-06 20:09:49.285958,london,Clouds,overcast clouds,54.88,80,1015,8.99,210,100
2026-06-06 20:11:49.286163,london,Clouds,overcast clouds,54.88,80,1015,8.99,210,100
2026-06-06 20:13:49.259848,london,Clouds,overcast clouds,55,80,1015,3,197,100
2026-06-06 20:15:49.292171,london,Clouds,overcast clouds,55,80,1015,3,197,100
2026-06-06 20:17:49.267369,london,Clouds,overcast clouds,54.88,80,1015,8.99,210,100
2026-06-06 20:19:24.102635,new york,Rain,light rain,69.06,86,1009,5.01,265,100
2026-06-06 20:19:25.265103,los angeles,Clouds,broken clouds,72.45,66,1009,9.22,226,57
2026-06-06 20:19:26.430202,san francisco,Clear,clear sky,60.55,60,1010,15.01,264,0
2026-06-06 20:19:27.604741,boston,Clouds,overcast clouds,76.35,65,1004,4,230,98
2026-06-06 20:19:28.762737,toronto,Clear,clear sky,70.09,68,1008,8.43,294,3
2026-06-06 20:19:29.923230,mexico city,Rain,light rain,67.95,60,1010,5.01,360,94
2026-06-06 20:19:31.079012,london,Clouds,overcast clouds,54.88,80,1015,7,265,100
2026-06-06 20:19:32.234039,paris,Clouds,overcast clouds,54.1,79,1021,6.76,274,90
2026-06-06 20:19:33.412205,rome,Clouds,overcast clouds,74.19,79,1016,2.51,178,100
2026-06-06 20:19:34.552520,tokyo,Rain,light rain,68.04,79,1018,5.57,117,100
2026-06-06 20:19:35.709134,st. louis,Clouds,overcast clouds,80.76,71,1012,1.99,276,99
2026-06-06 20:19:36.868081,beijing,Clear,clear sky,70.52,42,1012,4.41,339,0
2026-06-06 20:19:38.024149,shanghai,Clouds,broken clouds,80.42,60,1008,3.09,321,65
2026-06-06 20:19:39.182461,chicago,Clouds,overcast clouds,72.82,69,1011,4,69,88
2026-06-06 20:19:40.345204,seoul,Clouds,overcast clouds,76.48,29,1010,7.52,97,100
2026-06-06 20:19:41.503845,berlin,Clouds,overcast clouds,55.99,92,1016,12.64,259,100
2026-06-06 20:19:42.667179,mumbai,Clouds,overcast clouds,87.55,65,1007,3.94,307,100
2026-06-06 20:19:43.827188,kansas city,Clouds,overcast clouds,75.49,82,1010,6.76,184,100
2026-06-06 20:19:44.986813,detroit,Clear,clear sky,79.83,58,1010,6.85,308,2
2026-06-06 20:19:49.266765,london,Clouds,overcast clouds,54.88,80,1015,7,265,100
2026-06-06 20:21:49.253982,london,Clouds,overcast clouds,54.88,80,1015,7,265,100
2026-06-06 20:23:49.262562,london,Clouds,overcast clouds,54.88,80,1015,7,265,100
2026-06-06 20:25:49.261903,london,Clouds,overcast clouds,54.88,80,1015,7,265,100
2026-06-06 20:27:49.277732,london,Clouds,overcast clouds,54.88,80,1015,7,265,100
2026-06-06 20:29:49.142532,london,Clouds,overcast clouds,54.54,80,1015,7,271,100
2026-06-06 20:31:21.646603,london,Clouds,overcast clouds,54.54,80,1015,7,271,100
2026-06-06 20:32:49.135264,st. louis,Clouds,overcast clouds,80.87,70,1012,1.99,276,99
2026-06-06 20:34:49.159154,st. louis,Clouds,overcast clouds,80.71,69,1012,7.09,246,100
2026-06-06 20:36:49.131578,st. louis,Clouds,overcast clouds,80.71,69,1012,7.09,246,100
2026-06-06 20:38:49.181344,st. louis,Clouds,overcast clouds,80.71,69,1012,7.09,246,100
2026-06-06 20:39:52.812361,new york,Rain,light rain,68.47,89,1009,8.01,229,100
2026-06-06 20:39:53.975569,los angeles,Clouds,scattered clouds,70.25,70,1009,1.99,214,37
2026-06-06 20:39:55.136951,san francisco,Clear,clear sky,59.04,60,1010,20,263,0
2026-06-06 20:39:56.287990,boston,Clouds,overcast clouds,75.99,65,1005,5.01,173,99
2026-06-06 20:39:57.450769,toronto,Clear,clear sky,68.92,77,1008,8.19,294,1
2026-06-06 20:39:58.613219,mexico city,Clouds,overcast clouds,67.95,60,1011,5.01,360,97
2026-06-06 20:39:59.776052,london,Clouds,broken clouds,54.05,81,1016,8.01,261,56
2026-06-06 20:40:00.947723,paris,Clouds,overcast clouds,53.51,80,1021,6.76,274,90
2026-06-06 20:40:02.112814,rome,Clouds,overcast clouds,73.11,81,1016,2.48,166,100
2026-06-06 20:40:03.275634,tokyo,Rain,light rain,68.72,78,1017,4.12,139,100
2026-06-06 20:40:04.754049,st. louis,Clouds,overcast clouds,80.71,69,1012,7.09,246,100
2026-06-06 20:40:05.912145,beijing,Clear,clear sky,75.58,30,1012,4.83,339,0
2026-06-06 20:40:07.071478,shanghai,Clouds,broken clouds,83.35,52,1008,5.23,349,51
2026-06-06 20:40:08.214651,chicago,Clouds,broken clouds,72.07,69,1012,4,66,78
2026-06-06 20:40:09.381310,seoul,Clouds,overcast clouds,77.94,31,1010,5.48,84,100
2026-06-06 20:40:10.544362,berlin,Clouds,overcast clouds,57.72,90,1016,7.83,287,100
2026-06-06 20:40:11.708763,mumbai,Clouds,overcast clouds,87.89,65,1007,5.48,316,98
2026-06-06 20:40:12.876416,kansas city,Clouds,overcast clouds,74.84,82,1010,4.97,163,100
2026-06-06 20:40:14.037030,detroit,Clear,clear sky,78.8,59,1010,4.72,298,1
2026-06-06 20:40:49.133382,st. louis,Clouds,overcast clouds,80.71,69,1012,7.09,246,100
2026-06-06 20:42:49.126556,st. louis,Clouds,overcast clouds,80.71,69,1012,7.09,246,100
2026-06-06 20:44:49.122261,st. louis,Clouds,overcast clouds,80.71,69,1012,7.09,246,100
2026-06-06 20:56:01.566027,st. louis,Clouds,overcast clouds,79.83,71,1012,1.99,278,100
2026-06-06 21:13:07.090159,st. louis,Clouds,overcast clouds,79.14,73,1012,7.09,246,100
2026-06-06 21:15:07.074974,st. louis,Clouds,overcast clouds,79.14,73,1012,7.09,246,100
2026-06-06 21:17:07.056288,st. louis,Clouds,overcast clouds,79.14,73,1012,7.09,246,100
2026-06-06 21:18:14.058703,st. louis,Clouds,overcast clouds,79.14,73,1012,7.09,246,100
2026-06-06 21:20:14.051559,st. louis,Clouds,overcast clouds,79.14,73,1012,7.09,246,100
2026-06-06 21:22:14.064965,st. louis,Clouds,overcast clouds,79.14,73,1012,7.09,246,100
